ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,18/06/2021,2219.2,RESIDENTIAL LONG TERM,V001723493
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,18/06/2021,2219.2,RESIDENTIAL LONG TERM,V001723493
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1954.14,NURSING LONG TERM,V001723494
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1954.14,NURSING LONG TERM,V001723494
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CARE IN SAFE HANDS HEALTHCARE LIMITED,18/06/2021,4562.4,RESIDENTIAL LONG TERM,V001723495
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,18/06/2021,1533.94,RESIDENTIAL LONG TERM,V001723496
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,18/06/2021,1533.94,RESIDENTIAL LONG TERM,V001723496
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,18/06/2021,1225.46,RESIDENTIAL LONG TERM,V001723497
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,18/06/2021,1225.46,RESIDENTIAL LONG TERM,V001723497
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,18/06/2021,1139.8,RESIDENTIAL LONG TERM,V001723498
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,18/06/2021,1139.8,RESIDENTIAL LONG TERM,V001723498
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLESLEY HOUSE LTD,18/06/2021,2037.74,RESIDENTIAL LONG TERM,V001723499
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLESLEY HOUSE LTD,18/06/2021,2037.74,RESIDENTIAL LONG TERM,V001723499
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723500
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,126,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001723501
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,NURSING LONG TERM,V001723502
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ANTONI AND RIENZIE LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723503
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLESLEY HOUSE LTD,18/06/2021,1679.18,RESIDENTIAL LONG TERM,V001723504
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HC ONE LTD,18/06/2021,1254,RESIDENTIAL LONG TERM,V001723505
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,18/06/2021,2511.6,RESIDENTIAL LONG TERM,V001723506
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,18/06/2021,2947.3,RESIDENTIAL LONG TERM,V001723507
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723508
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLESLEY HOUSE LTD,18/06/2021,1820.94,RESIDENTIAL LONG TERM,V001723509
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1288,NURSING LONG TERM,V001723510
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,18/06/2021,1788,RESIDENTIAL LONG TERM,V001723511
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ANTONI AND RIENZIE LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723512
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ROOKWOOD,18/06/2021,1015.9,RESIDENTIAL LONG TERM,V001723513
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,NURSING LONG TERM,V001723514
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,18/06/2021,3240,RESIDENTIAL LONG TERM,V001723515
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723516
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,NURSING LONG TERM,V001723517
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,BELVOIR CARE HOME LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723518
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,BELVOIR CARE HOME LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723519
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FIELDHOUSE CARE HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723520
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723521
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1190,RESIDENTIAL LONG TERM,V001723522
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723523
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1707.56,NURSING LONG TERM,V001723524
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FINBROOK LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723525
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FINBROOK LIMITED,18/06/2021,300,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001723526
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ASHBOURNE NURSING HOME,18/06/2021,1613.76,NURSING LONG TERM,V001723527
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,1092,NURSING LONG TERM,V001723528
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HIGHFIELD HOUSE CARE HOME HEYWOOD LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723529
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1288,RESIDENTIAL LONG TERM,V001723530
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,1092,NURSING LONG TERM,V001723531
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1236,RESIDENTIAL LONG TERM,V001723532
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1236,RESIDENTIAL LONG TERM,V001723533
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1236,RESIDENTIAL LONG TERM,V001723534
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1190,RESIDENTIAL LONG TERM,V001723535
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1190,RESIDENTIAL LONG TERM,V001723536
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HC ONE LTD,18/06/2021,1056,RESIDENTIAL LONG TERM,V001723537
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HIGHFIELD HOUSE CARE HOME HEYWOOD LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723538
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723539
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723540
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1190,RESIDENTIAL LONG TERM,V001723541
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1190,RESIDENTIAL LONG TERM,V001723542
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,18/06/2021,1786,RESIDENTIAL LONG TERM,V001723543
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,NURSING LONG TERM,V001723544
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,18/06/2021,-276,NURSING LONG TERM,V001723545
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,18/06/2021,-1288,NURSING LONG TERM,V001723546
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD,18/06/2021,463.46,NURSING LONG TERM,V001723547
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,DENTAK CARE AND SERVICES LTD,18/06/2021,1092,NURSING LONG TERM,V001723548
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723549
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1288,NURSING LONG TERM,V001723550
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HORIZON  RESIDENTIAL HOMES LTD,18/06/2021,1056,RESIDENTIAL LONG TERM,V001723551
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723552
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LILY CARE LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723553
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD,18/06/2021,1056,RESIDENTIAL LONG TERM,V001723554
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723555
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723556
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723557
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723558
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723559
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723560
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723561
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723562
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723563
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723564
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723565
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723566
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1032,RESIDENTIAL LONG TERM,V001723567
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1062,RESIDENTIAL LONG TERM,V001723568
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723569
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723570
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723571
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723572
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HEATHCOTES CARE LTD,18/06/2021,27833.69,SHORT TERM CARE - RESIDENTIAL,V001723573
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,PASSMONDS NURSING HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723574
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723575
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723576
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,100,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001723577
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,100,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001723578
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,5243.04,RESIDENTIAL LONG TERM,V001723579
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FIELDHOUSE CARE HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723580
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FIELDHOUSE CARE HOME,18/06/2021,60,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001723581
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HIGHFIELD MANOR CARE HOME LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723582
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HIGHFIELD MANOR CARE HOME LTD,18/06/2021,1326.5,RESIDENTIAL LONG TERM,V001723583
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,18/06/2021,1092,NURSING LONG TERM,V001723584
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HALF ACRE HOUSE,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723585
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HALF ACRE HOUSE,18/06/2021,92,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001723586
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LITTLE HEATON CARE HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723587
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001723588
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,18/06/2021,1092,SHORT TERM CARE - RESIDENTIAL,V001723589
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HEATHCOTES CARE LTD,18/06/2021,5507.88,RESIDENTIAL LONG TERM,V001723590
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LEIGHTON HOUSE RETIREMENT HOME LIMITED,18/06/2021,-754.29,SHORT TERM CARE - RESIDENTIAL,V001723591
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WOODLANDS RESIDENTIAL CARE HOME LTD,18/06/2021,1258,RESIDENTIAL LONG TERM,V001723592
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WOODLANDS RESIDENTIAL CARE HOME LTD,18/06/2021,1258,RESIDENTIAL LONG TERM,V001723593
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD,18/06/2021,1056,NURSING LONG TERM,V001723594
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FIELDHOUSE CARE HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723595
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD,18/06/2021,1056,RESIDENTIAL LONG TERM,V001723596
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LIVING AMBITIONS LTD,18/06/2021,5546.5,RESIDENTIAL LONG TERM,V001723597
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723598
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723599
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,1288,RESIDENTIAL LONG TERM,V001723600
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,18/06/2021,1092,NURSING LONG TERM,V001723601
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD,18/06/2021,1056,RESIDENTIAL LONG TERM,V001723602
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD,18/06/2021,21.52,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001723603
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,WELLESLEY HOUSE LTD,18/06/2021,2090.88,RESIDENTIAL LONG TERM,V001723604
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,PASSMONDS NURSING HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723605
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HURSTEAD HOUSE CARE HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723606
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,GHS CARE LTD,18/06/2021,1005.9,SELF - FUNDING DEFERRED PAYMENTS,V001723607
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,LITTLE HEATON CARE HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723608
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,NURSING LONG TERM,V001723609
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723610
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723611
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723612
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ATLANTIS MEDICARE LTD,18/06/2021,66,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001723613
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MT CARE PROPERTY LTD,18/06/2021,702,SHORT TERM CARE - RESIDENTIAL,V001723614
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,AS CARE SOLUTIONS LTD,18/06/2021,2958,RESIDENTIAL LONG TERM,V001723615
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,RANDOMLIGHT LIMITED,18/06/2021,3132,RESIDENTIAL LONG TERM,V001723616
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,RANDOMLIGHT LIMITED,18/06/2021,3132,RESIDENTIAL LONG TERM,V001723617
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,18/06/2021,1092,NURSING LONG TERM,V001723618
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,312,ASSESSMENT CARE,V001723619
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,18/06/2021,1092,ASSESSMENT CARE,V001723620
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MERIDIAN HEALTHCARE LTD,18/06/2021,1153.5,RESIDENTIAL LONG TERM,V001723621
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,RESIDENTIAL LONG TERM,V001723622
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,RESIDENTIAL LONG TERM,V001723623
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,18/06/2021,1056,RESIDENTIAL LONG TERM,V001723624
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FERN BANK THERAPEUTIC COMMUNITY LTD,18/06/2021,1500,RESIDENTIAL LONG TERM,V001723625
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,HURSTEAD HOUSE CARE HOME,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723626
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723627
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723628
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,50,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001723629
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,18/06/2021,50,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V001723630
ROCHDALE BOROUGH COUNCIL,18/06/2021,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,18/06/2021,1092,RESIDENTIAL LONG TERM,V001723631
