ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMMUNITY CARE LINE SERVICES,04/06/2021,455.75,HOME CARE - ADULT SERVICES,V001719497
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,203.62,HOME CARE - ADULT SERVICES,V001719498
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,118.78,HOME CARE - ADULT SERVICES,V001719499
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,452.64,HOME CARE - ADULT SERVICES,V001719500
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,589.26,HOME CARE - ADULT SERVICES,V001719501
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,43.13,HOME CARE - ADULT SERVICES,V001719502
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,248.28,HOME CARE - ADULT SERVICES,V001719503
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,BLUE PITS HOUSING ACTION,04/06/2021,1035,HOME CARE - ADULT SERVICES,V001719504
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,1370,HOME CARE - ADULT SERVICES,V001719505
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,1014.13,HOME CARE - ADULT SERVICES,V001719506
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,402.1,HOME CARE - ADULT SERVICES,V001719507
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,276,HOME CARE - ADULT SERVICES,V001719508
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,1367.93,HOME CARE - ADULT SERVICES,V001719509
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,8.08,HOME CARE - ADULT SERVICES,V001719510
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,26.9,HOME CARE - ADULT SERVICES,V001719511
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,754,HOME CARE - ADULT SERVICES,V001719512
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,824.38,HOME CARE - ADULT SERVICES,V001719513
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COTTAGE HOMECARE SERVICES,04/06/2021,724.5,HOME CARE - ADULT SERVICES,V001719514
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COTTAGE HOMECARE SERVICES,04/06/2021,724.5,HOME CARE - ADULT SERVICES,V001719515
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,366.22,HOME CARE - ADULT SERVICES,V001719516
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,20.2,HOME CARE - ADULT SERVICES,V001719517
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,22.95,HOME CARE - ADULT SERVICES,V001719518
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,608.24,HOME CARE - ADULT SERVICES,V001719519
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,910.46,HOME CARE - ADULT SERVICES,V001719520
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COTTAGE HOMECARE SERVICES,04/06/2021,483,HOME CARE - ADULT SERVICES,V001719521
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,569.25,HOME CARE - ADULT SERVICES,V001719522
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,24.24,HOME CARE - ADULT SERVICES,V001719523
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,68.36,HOME CARE - ADULT SERVICES,V001719524
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,143.82,HOME CARE - ADULT SERVICES,V001719525
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,POSSABILITIES CIC TRADING,04/06/2021,639.2,HOME CARE - ADULT SERVICES,V001719526
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,NEWBARN LTD,04/06/2021,690,HOME CARE - ADULT SERVICES,V001719527
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,654.64,HOME CARE - ADULT SERVICES,V001719528
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,1071.74,HOME CARE - ADULT SERVICES,V001719529
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,628.25,HOME CARE - ADULT SERVICES,V001719530
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,12.12,HOME CARE - ADULT SERVICES,V001719531
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,BLUE PITS HOUSING ACTION,04/06/2021,127.84,HOME CARE - ADULT SERVICES,V001719532
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,669.3,HOME CARE - ADULT SERVICES,V001719533
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,486.8,HOME CARE - ADULT SERVICES,V001719534
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,700.52,HOME CARE - ADULT SERVICES,V001719535
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,412.28,HOME CARE - ADULT SERVICES,V001719536
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,207,HOME CARE - ADULT SERVICES,V001719537
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,1861.97,HOME CARE - ADULT SERVICES,V001719538
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,355.01,HOME CARE - ADULT SERVICES,V001719539
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,20.68,HOME CARE - ADULT SERVICES,V001719540
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,165.77,HOME CARE - ADULT SERVICES,V001719541
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,491.98,HOME CARE - ADULT SERVICES,V001719542
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,408.48,HOME CARE - ADULT SERVICES,V001719543
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,SYNERGY HOMECARE,04/06/2021,474.38,HOME CARE - ADULT SERVICES,V001719544
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,965.31,HOME CARE - ADULT SERVICES,V001719545
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,663.09,HOME CARE - ADULT SERVICES,V001719546
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,36.36,HOME CARE - ADULT SERVICES,V001719547
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,26.34,HOME CARE - ADULT SERVICES,V001719548
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,224.42,HOME CARE - ADULT SERVICES,V001719549
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,425.73,HOME CARE - ADULT SERVICES,V001719550
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,589.61,HOME CARE - ADULT SERVICES,V001719551
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,1887.15,HOME CARE - ADULT SERVICES,V001719552
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CREATIVE SUPPORT LTD,04/06/2021,276,HOME CARE - ADULT SERVICES,V001719553
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,4.04,HOME CARE - ADULT SERVICES,V001719554
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,40.4,HOME CARE - ADULT SERVICES,V001719555
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,BLUE PITS HOUSING ACTION,04/06/2021,621,HOME CARE - ADULT SERVICES,V001719556
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,1081.58,HOME CARE - ADULT SERVICES,V001719557
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,NEWMARK CARE LTD,04/06/2021,619.9,HOME CARE - ADULT SERVICES,V001719558
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,NEWMARK CARE LTD,04/06/2021,872.64,HOME CARE - ADULT SERVICES,V001719559
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,NEWMARK CARE LTD,04/06/2021,877.65,HOME CARE - ADULT SERVICES,V001719560
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,NEWMARK CARE LTD,04/06/2021,848.4,HOME CARE - ADULT SERVICES,V001719561
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,NEWMARK CARE LTD,04/06/2021,887.18,HOME CARE - ADULT SERVICES,V001719562
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,NEWMARK CARE LTD,04/06/2021,870.54,HOME CARE - ADULT SERVICES,V001719563
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,NEWMARK CARE LTD,04/06/2021,635.25,HOME CARE - ADULT SERVICES,V001719564
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,124.74,HOME CARE - ADULT SERVICES,V001719565
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,583.8,HOME CARE - ADULT SERVICES,V001719566
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,614.99,HOME CARE - ADULT SERVICES,V001719567
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,608.83,HOME CARE - ADULT SERVICES,V001719568
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,619.11,HOME CARE - ADULT SERVICES,V001719569
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,650.07,HOME CARE - ADULT SERVICES,V001719570
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,SYNERGY HOMECARE,04/06/2021,759,HOME CARE - ADULT SERVICES,V001719571
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,522.33,HOME CARE - ADULT SERVICES,V001719572
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMMUNITY CARE LINE SERVICES,04/06/2021,85.68,HOME CARE - ADULT SERVICES,V001719573
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,444.71,HOME CARE - ADULT SERVICES,V001719574
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CREATIVE SUPPORT LTD,04/06/2021,191.76,HOME CARE - ADULT SERVICES,V001719575
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,BLUE PITS HOUSING ACTION,04/06/2021,1320.1,HOME CARE - ADULT SERVICES,V001719576
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,387.95,HOME CARE - ADULT SERVICES,V001719577
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,1121.94,HOME CARE - ADULT SERVICES,V001719578
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,508.53,HOME CARE - ADULT SERVICES,V001719579
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,122.13,HOME CARE - ADULT SERVICES,V001719580
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,-113.12,HOME CARE - ADULT SERVICES,V001719581
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,80.48,HOME CARE - ADULT SERVICES,V001719582
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,42.5,HOME CARE - ADULT SERVICES,V001719583
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,1740.87,HOME CARE - ADULT SERVICES,V001719584
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,18.26,HOME CARE - ADULT SERVICES,V001719585
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,434.01,HOME CARE - ADULT SERVICES,V001719586
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,SYNERGY HOMECARE,04/06/2021,517.5,HOME CARE - ADULT SERVICES,V001719587
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,352.76,HOME CARE - ADULT SERVICES,V001719588
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,828,HOME CARE - ADULT SERVICES,V001719589
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,1011.94,HOME CARE - ADULT SERVICES,V001719590
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,1035.53,HOME CARE - ADULT SERVICES,V001719591
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,474.2,HOME CARE - ADULT SERVICES,V001719592
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,56.41,HOME CARE - ADULT SERVICES,V001719593
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,186.99,HOME CARE - ADULT SERVICES,V001719594
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,502.58,HOME CARE - ADULT SERVICES,V001719595
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,70.73,HOME CARE - ADULT SERVICES,V001719596
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,527.34,HOME CARE - ADULT SERVICES,V001719597
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,850.08,HOME CARE - ADULT SERVICES,V001719598
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,263.93,HOME CARE - ADULT SERVICES,V001719599
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,249.44,HOME CARE - ADULT SERVICES,V001719600
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,20.2,HOME CARE - ADULT SERVICES,V001719601
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,20.2,HOME CARE - ADULT SERVICES,V001719602
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,20.2,HOME CARE - ADULT SERVICES,V001719603
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,68.36,HOME CARE - ADULT SERVICES,V001719604
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,370.01,HOME CARE - ADULT SERVICES,V001719605
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,SYNERGY HOMECARE,04/06/2021,223.39,HOME CARE - ADULT SERVICES,V001719606
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,267.72,HOME CARE - ADULT SERVICES,V001719607
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,590.47,HOME CARE - ADULT SERVICES,V001719608
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,282.56,HOME CARE - ADULT SERVICES,V001719609
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,NEWBARN LTD,04/06/2021,191.76,HOME CARE - ADULT SERVICES,V001719610
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMFORT CALL LTD,04/06/2021,276.93,HOME CARE - ADULT SERVICES,V001719611
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,BLUE PITS HOUSING ACTION,04/06/2021,767.04,HOME CARE - ADULT SERVICES,V001719612
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,294.63,HOME CARE - ADULT SERVICES,V001719613
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,24.24,HOME CARE - ADULT SERVICES,V001719614
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,-50.26,HOME CARE - ADULT SERVICES,V001719615
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,579.08,HOME CARE - ADULT SERVICES,V001719616
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,475.58,HOME CARE - ADULT SERVICES,V001719617
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,61.93,HOME CARE - ADULT SERVICES,V001719618
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,844.73,HOME CARE - ADULT SERVICES,V001719619
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,896.48,HOME CARE - ADULT SERVICES,V001719620
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,187.68,HOME CARE - ADULT SERVICES,V001719621
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,113.12,HOME CARE - ADULT SERVICES,V001719622
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,64.64,HOME CARE - ADULT SERVICES,V001719623
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,299.77,HOME CARE - ADULT SERVICES,V001719624
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,576.32,HOME CARE - ADULT SERVICES,V001719625
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,36.36,HOME CARE - ADULT SERVICES,V001719626
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,982.91,HOME CARE - ADULT SERVICES,V001719627
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,17.25,HOME CARE - ADULT SERVICES,V001719628
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,9.49,HOME CARE - ADULT SERVICES,V001719629
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COTTAGE HOMECARE SERVICES,04/06/2021,138,HOME CARE - ADULT SERVICES,V001719630
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE4U LTD,04/06/2021,306.19,HOME CARE - ADULT SERVICES,V001719631
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COTTAGE HOMECARE SERVICES,04/06/2021,724.5,HOME CARE - ADULT SERVICES,V001719632
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CARE 4 U,04/06/2021,1885.08,HOME CARE - ADULT SERVICES,V001719633
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,PREMIER CARE LTD,04/06/2021,749.17,HOME CARE - ADULT SERVICES,V001719634
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COTTAGE HOMECARE SERVICES,04/06/2021,1173,HOME CARE - ADULT SERVICES,V001719635
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CHERISH UK LTD,04/06/2021,209.93,HOME CARE - ADULT SERVICES,V001719636
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,301.01,HOME CARE - ADULT SERVICES,V001719637
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,BLUE PITS HOUSING ACTION,04/06/2021,276,HOME CARE - ADULT SERVICES,V001719638
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COTTAGE HOMECARE SERVICES,04/06/2021,1069.5,HOME CARE - ADULT SERVICES,V001719639
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,CALDERDALE HOMECARE LTD,04/06/2021,242.02,HOME CARE - ADULT SERVICES,V001719640
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,HOMECARE FOR YOU LTD,04/06/2021,302.22,HOME CARE - ADULT SERVICES,V001719641
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMMUNITY CARE LINE SERVICES,04/06/2021,608.06,HOME CARE - ADULT SERVICES,V001719642
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMMUNITY CARE LINE SERVICES,04/06/2021,-103.75,HOME CARE - ADULT SERVICES,V001719643
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMMUNITY CARE LINE SERVICES,04/06/2021,-407.4,HOME CARE - ADULT SERVICES,V001719644
ROCHDALE BOROUGH COUNCIL,04/06/2021,ADULT CARE LCO FUNCTIONS,COMMUNITY CARE LINE SERVICES,04/06/2021,522.68,HOME CARE - ADULT SERVICES,V001719645
